file,title,date,author,type,account,url,digest,char_count,paragraph_count,image_count,has_table,has_media,hot_status,secondary_tags,进入训练集,进入holdout验证集,split
20250416_承德，小众「美食天堂」！.md,承德，小众「美食天堂」！,2025-04-16,事儿哥,商家稿,承德新鲜工作室,https://mp.weixin.qq.com/s/hvyTlGk8bPwlHlXbFHCsIg,承德人，会吃！,2514,62,53,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250417_官宣了！小米+金山岭长城！.md,官宣了！小米+金山岭长城！,2025-04-17,事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/vvnyC4mlkHlHefqARIR4ew,小米15，就是长城入场券！,2663,49,26,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250418_大风过后的周末，承德人快去听歌、唱歌！.md,大风过后的周末，承德人快去听歌、唱歌！,2025-04-18,事儿哥,突发短消息,承德新鲜工作室,https://mp.weixin.qq.com/s/gAbe1Uks18d8pgmebMfvag,没有音乐的日子，可不行！,3178,73,33,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250421_桂林旅游竟连年巨亏！老牌旅游城市在颤抖…….md,桂林旅游竟连年巨亏！老牌旅游城市在颤抖……,2025-04-21,事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/foxjC-nX6Iw1vlmt7getxw,桂林旅游连年亏损，你敢信啊？,4467,70,31,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250422_承德，为啥很少演唱会和音乐节？.md,承德，为啥很少演唱会和音乐节？,2025-04-22,事儿哥,活动稿,承德新鲜工作室,https://mp.weixin.qq.com/s/LEjG0hFRhN_Ifq3xbcKXzg,周杰伦、罗大佑都来过承德。你知道吗？,5343,105,47,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250424_承德要办100场音乐演唱会，被列入政府计划!!!!!.md,承德要办100场音乐演唱会，被列入政府计划!!!!!,2025-04-24,事儿哥,政务稿,承德新鲜工作室,https://mp.weixin.qq.com/s/v-Jica8qWkbdxJXZt3LGJA,周杰伦、罗大佑都来过承德。你知道吗？,4380,76,31,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250427_恭喜金山岭长城，你接住了这轮「泼天的富贵」！.md,恭喜金山岭长城，你接住了这轮「泼天的富贵」！,2025-04-27,事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/fpzacVwornB7kO2a_6UlUw,我无限看好滦平！,5003,82,48,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250428_今天开始，你可以在颐和园里找到「最美的避暑山庄」！.md,今天开始，你可以在颐和园里找到「最美的避暑山庄」！,2025-04-28,事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/Irf7gjGxQqLfStmfCN5jqg,兄弟之间，串门啦！,3973,65,42,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250430_「去太空出差」的那位滦平女孩，今日顺利回家！.md,「去太空出差」的那位滦平女孩，今日顺利回家！,2025-04-30,事儿哥,人物稿,承德新鲜工作室,https://mp.weixin.qq.com/s/RfpJdGaq1Ft7xwE15JQpig,王浩泽：远行的儿女，归来了！,4156,61,42,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250507_出走半生的露露，归来依然承德？.md,出走半生的露露，归来依然承德？,2025-05-07,事儿哥,商家稿,承德新鲜工作室,https://mp.weixin.qq.com/s/-ch7TYmWvR5faZ4s-vZKSA,既然回来了，就要重视一下这个市场。,5106,73,48,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250510_再见，锦江文冠！你好，伴山盛世！.md,再见，锦江文冠！你好，伴山盛世！,2025-05-10,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/V5KqVNQjQ7fdYokb6gSxMg,承德酒店的荣耀，回归那「山腰」！,3673,68,48,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250512_“17年后，英雄们终于在滦平相遇！”.md,“17年后，英雄们终于在滦平相遇！”,2025-05-12,事儿哥,人物稿,承德新鲜工作室,https://mp.weixin.qq.com/s/i1WUGGKVSUIgv-k0EdB0bQ,韧性已经写进中国人的基因，向死而生的伟大！,4337,72,52,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250514_@承德人，这个电话号码你一定要存！.md,@承德人，这个电话号码你一定要存！,2025-05-14,事儿哥,服务提醒,承德新鲜工作室,https://mp.weixin.qq.com/s/Q-Zdv9EAVlFYk_3vxRY57A,出院就拨，96520！,4129,65,41,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250519_围场发大招！为你准备1000只免费烤羊！.md,围场发大招！为你准备1000只免费烤羊！,2025-05-19,事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/PEwZC0aJKaCTRxKzJ0pjmQ,围场送羊！,1293,51,27,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250520_「承德最肥的大腰」、「行政总厨小龙虾」……我一周去三次的烧烤，竟然藏在半山腰？.md,「承德最肥的大腰」、「行政总厨小龙虾」……我一周去三次的烧烤，竟然藏在半山腰？,2025-05-20,事儿哥,商家稿,承德新鲜工作室,https://mp.weixin.qq.com/s/4u9t91WEL87s1ZgYj9w3ug,一会儿还去！,1110,59,47,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250526_网友来信：悦璟安和，请停止违建！.md,网友来信：悦璟安和，请停止违建！,2025-05-26,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/_pohSkjzJYjYcbkCdMoUCw,品质社区，不仅需要钢筋水泥的物理支撑，更需要法治精神与契约意识的价值奠基。,1015,50,21,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250527_售价98元的粽子里有「秘密」！承德大山里的孩子们用半截粉笔涂大海和晚霞，看完眼睛湿润了…….md,售价98元的粽子里有「秘密」！承德大山里的孩子们用半截粉笔涂大海和晚霞，看完眼睛湿润了……,2025-05-27,事儿哥,教育稿,承德新鲜工作室,https://mp.weixin.qq.com/s/SGV4WQj9jQTMn7RON2Idsg,「当龙舟桨划过水面，涟漪应是千万双手共同托起的未来」,1963,72,43,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250528_【独家】承德到天津高铁进展缓慢，原因令人唏嘘…….md,【独家】承德到天津高铁进展缓慢，原因令人唏嘘……,2025-05-28,事儿哥,政务稿,承德新鲜工作室,https://mp.weixin.qq.com/s/rEuVKBwrdhlcPt7xFHntvQ,修津承高铁，承德需要花51.4个亿！,3068,71,28,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250528_承德一份售价98元的粽子里有「秘密」！看完眼睛湿润了…….md,承德一份售价98元的粽子里有「秘密」！看完眼睛湿润了……,2025-05-28,事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/r4G3kHRvXPmDPOZV5BvX6Q,「当龙舟桨划过水面，涟漪应是千万双手共同托起的未来」,1959,72,43,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250601_在滦平，我找到了「丢失了32年」的童年！.md,在滦平，我找到了「丢失了32年」的童年！,2025-06-01,事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/B-lQp1mERD72Amii0JKtIw,5月30日上午，人民日报社与滦平县委宣传部联合发起的“梦想公开课”第八讲在河北省承德市滦平县第五小学精彩开讲！,1318,57,43,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250611_2025承德房价，已经跌回十年前？.md,2025承德房价，已经跌回十年前？,2025-06-11,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/gBDKL1Mjr26KQqsnOgut3A,2025年6月，承德房价如何了？安居客、58等网站都大致给了承德二手房挂牌均价，7800元/平左右。,6664,108,36,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250629_1100人跨省参赛，40%来自江浙沪！承德这场骑行赛凭啥让全国骑友狂冲？.md,1100人跨省参赛，40%来自江浙沪！承德这场骑行赛凭啥让全国骑友狂冲？,2025-06-29,事儿哥,活动稿,承德新鲜工作室,https://mp.weixin.qq.com/s/6fC2gISAXZ4Jb5jd_d14JA,当丹霞岩壁上的车轮痕迹与皇家园林的晨钟暮鼓渐渐融为一体，承德正在用一场赛事的热度，悄悄改写着人们对这座城市的旧认知！,4623,69,34,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250630_露露 “核弹级新品”悄悄上市：名字里带 “承德”，再次冲全国！.md,露露 “核弹级新品”悄悄上市：名字里带 “承德”，再次冲全国！,2025-06-30,事儿哥,商家稿,承德新鲜工作室,https://mp.weixin.qq.com/s/RYJtfuQWx_zMnAD02UTwsQ,我敢打赌，玻璃瓶露露一定会火！,4362,74,36,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250721_逆天改命机会或降临承德：如果去抄「尔滨」作业，会如何？.md,逆天改命机会或降临承德：如果去抄「尔滨」作业，会如何？,2025-07-21,事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/IuKEBqD04eU2ytLCcJRZLQ,哈尔滨的作业，这次还真能抄！,5159,85,50,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250722_承德另一个5A景区官宣：对全球60岁以上老人免费，我们跟了！.md,承德另一个5A景区官宣：对全球60岁以上老人免费，我们跟了！,2025-07-23,事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/949CAKBF5oo_GA-Kn0FkeQ,金山岭长城的想法，似乎有些不一样！,3914,75,32,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250724_承德朋友圈的三张模糊照片，没感动上天，却让你我睡的更加香甜！.md,承德朋友圈的三张模糊照片，没感动上天，却让你我睡的更加香甜！,2025-07-25,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/tY1AvWp9yMwYV1PCbgo2TA,“睡吧，没事的。我们的美梦，有人守护。”,3858,66,43,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250726_别再眼馋 “村超”“苏超”了！“河北超”下月开战，承德主场迎战沧州！.md,别再眼馋 “村超”“苏超”了！“河北超”下月开战，承德主场迎战沧州！,2025-07-26,事儿哥,活动稿,承德新鲜工作室,https://mp.weixin.qq.com/s/czXvTgyt2UGjtuVEH81JJw,球迷的狂欢！承德队至少13场比赛，战！战！战！,4945,83,55,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250727_比94年更凶的洪水，为何没冲垮承德？答案，在一座水库和一座坚强之城！.md,比94年更凶的洪水，为何没冲垮承德？答案，在一座水库和一座坚强之城！,2025-07-28,事儿哥,突发短消息,承德新鲜工作室,https://mp.weixin.qq.com/s/zAyLCMSZekxNHWrc5ROgsQ,我有强烈预感：承德，终将接受住考验；承德人，必将向阳而生！,3504,95,59,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250729_“一度失联”的滦平西沟村，究竟发生了什么？.md,“一度失联”的滦平西沟村，究竟发生了什么？,2025-07-29,事儿哥,突发短消息,承德新鲜工作室,https://mp.weixin.qq.com/s/7RYlGa4Gd5tapLMRYTliUg,燕山深处，那场暴雨里的「中国式救援」！,4974,87,60,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250730_《齐鲁晚报》，请别给灾难中承德再砍一刀！.md,《齐鲁晚报》，请别给灾难中承德再砍一刀！,2025-07-30,事儿哥,突发短消息,承德新鲜工作室,https://mp.weixin.qq.com/s/4qLlAEjKWWF5GD46k9UZKQ,果然带节奏，果然搞对立，果然吃人血馒头！,4396,83,57,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250801_又开始带丰宁节奏！《齐鲁晚报》新媒体，你TM没完了是吧？.md,又开始带丰宁节奏！《齐鲁晚报》新媒体，你TM没完了是吧？,2025-08-01,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/BjmfT9Pd4_qoF_Rc9phQwg,这片燕赵大地，自古多慷慨悲歌之士。我们不惹事，但绝不怕事！,5758,100,48,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250817_首战1_1憾平沧州，承德却赢下了比分之外的一切！.md,首战1:1憾平沧州，承德却赢下了比分之外的一切！,2025-08-17,事儿哥,活动稿,承德新鲜工作室,https://mp.weixin.qq.com/s/KKChltvElGsuJjg8Jb5WWw,承德队，没怂！这座城市，需要足球！,3738,108,62,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20250901_现在，已经没有人敢忽视承德！.md,现在，已经没有人敢忽视承德！,2025-09-01,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/3dIPfWkuNmHJCkHsS5INXw,承德，不怂！,4037,77,47,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20250920_如何踢顺风球？这是一堂摆在年轻承德队面前的伟大必修课！.md,如何踢顺风球？这是一堂摆在年轻承德队面前的伟大必修课！,2025-09-20,事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/gXOYcGLrr4KBuCwhGnitYw,输球了，但这也是伟大的开始。,2179,61,32,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20250926_如果当年没踩下刹车……今天的承德，会是河北经济强市吗？.md,如果当年没踩下刹车……今天的承德，会是河北经济强市吗？,2025-09-26,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/UdytlaOTcTiRpSFn4XvISA,我们要“承德蓝”，还是要“金饭碗”？一座城市的30年艰难选择题,5498,78,37,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20251211_承德“十五五”规划建议重磅发布！三件大事儿，看完很激动！.md,承德“十五五”规划建议重磅发布！三件大事儿，看完很激动！,2025-12-11,事儿哥,政务稿,承德新鲜工作室,https://mp.weixin.qq.com/s/Fq-kD2_4CB4FScFHkwhA8w,卖算力、通大海、好养老！,3213,62,26,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260101_看懂了“贺岁杯”，你就知道承德足球为何潜力无限！.md,看懂了“贺岁杯”，你就知道承德足球为何潜力无限！,2026-01-02,事儿哥,活动稿,承德新鲜工作室,https://mp.weixin.qq.com/s/pJ7RjNOb996LpDrXyFTqgQ,承德很懂足球，承德未来可期。,3525,73,48,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260103_今晚，“哪怕被撞得粉身碎骨，我们也要咬下石家庄一块肉”！.md,今晚，“哪怕被撞得粉身碎骨，我们也要咬下石家庄一块肉”！,2026-01-03,事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/8W6kYpzjhQGL00VxK1q79Q,请把你们的力气，借给这群想把天捅个窟窿的孩子！,2518,79,36,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20260119_承德队“保七”的概率有多大？AI的答案令人震惊！.md,承德队“保七”的概率有多大？AI的答案令人震惊！,2026-01-19,事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/gjTOsrAJXFFYFXgk1APa7A,常规赛的战火即将熄灭，但属于承德队的战斗还没结束。 随着我们昂首挺进八强，一个新的战术目标浮出水面：保七。,2992,48,29,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20260315_在承德，如何搞垮一个高档小区？.md,在承德，如何搞垮一个高档小区？,2026-03-15,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/wXC8XnEXVkrUPTVqtE21vw,本文纯属虚构，如有雷同，就是巧合。,3202,58,11,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,否,是,holdout
20260316_致《在承德，如何搞垮一个高档小区？》作者的一封匿名信.md,致《在承德，如何搞垮一个高档小区？》作者的一封匿名信,2026-03-16,事儿哥,人物稿,承德新鲜工作室,https://mp.weixin.qq.com/s/YyufBrGas95NjPMybXmRuw,“满纸荒唐言，一把辛酸泪”。,2454,33,6,否,是,未知（语料无阅读/点赞/在看数据）,问题标题,是,否,train
20260324_油价飙涨……承德十几年前的一场豪赌，如今要赢了！.md,油价飙涨……承德十几年前的一场豪赌，如今要赢了！,2026-03-24,事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/yVJ6ZmMNwQJC2lb6UFUPlg,这几天有个段子特别火：“昨晚掐着点排队加油，抢在 12 点前加满一箱，省了八十多块。今天一开盘，股票账户直接亏了28万，车亏没了！,4370,77,32,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260326_一名心梗幸存者的苦口婆心：快忘掉“速效救心丸”！.md,一名心梗幸存者的苦口婆心：快忘掉“速效救心丸”！,2026-03-26,事儿哥,服务提醒,承德新鲜工作室,https://mp.weixin.qq.com/s/ybwThAfgIaPdupinESGeZA,七年前，我是承德医学院附属医院当年接诊的最年轻的心梗患者。,2604,46,28,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260329_《在承德，如何搞垮一个高档小区》续集：如何站在道德制高点敛财？.md,《在承德，如何搞垮一个高档小区》续集：如何站在道德制高点敛财？,2026-03-29,事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/7HUvvtBrPaUYpj_fE7dB3w,本文纯属虚构，如有雷同，就是巧合。,3687,61,12,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20260330_抽完最后一口“避暑山庄”，我离开了奋斗十年的第二故乡.md,抽完最后一口“避暑山庄”，我离开了奋斗十年的第二故乡,2026-03-30,人世间,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/yyd_v3dXm4d2qMv6BSDbeA,承德不大，却装着三百多万种人生。,2925,41,5,否,是,未知（语料无阅读/点赞/在看数据）,,是,否,train
20260331_揣着杭州大厂的赔偿金，我一头撞死在了承德的“人情世故”里.md,揣着杭州大厂的赔偿金，我一头撞死在了承德的“人情世故”里,2026-03-31,承德事儿哥,情感稿,承德新鲜工作室,https://mp.weixin.qq.com/s/G7H8lmHEwhOyYjfSEDjTZA,承德不大，却装着三百多万种人生。,5932,95,9,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260401_离谱！承德新剧刚上线优酷就被挂闲鱼卖盗版，但是……这“作案动机”也太硬核了！.md,离谱！承德新剧刚上线优酷就被挂闲鱼卖盗版，但是……这“作案动机”也太硬核了！,2026-04-01,承德事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/E00Z1iy1Yuu_vuAzuvRQsQ,今天是愚人节，但是今天有件事儿比愚人节还要魔幻。,1179,23,16,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260402_承德一景区门票“归零”，承德旅游终于捅破了这层窗户纸？.md,承德一景区门票“归零”，承德旅游终于捅破了这层窗户纸？,2026-04-02,承德事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/Co5rKCRLsdRJZ-jUwFCq3w,承德旅游的这层窗户纸已经被僧冠峰给捅破了。,1956,42,28,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20260403_承德文旅一场长达十年的“阳谋”，终于藏不住了！明天上午10点揭晓！.md,承德文旅一场长达十年的“阳谋”，终于藏不住了！明天上午10点揭晓！,2026-04-03,承德事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/lmHPIga7ab0G__eAcGtXYw,春风一动，神州大地便成了一场关于花卉的流量角逐场。,3339,58,33,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260406_看着老公在一旁抽闷烟，我才明白：承德淘汰起中年人，从来不留情面!.md,看着老公在一旁抽闷烟，我才明白：承德淘汰起中年人，从来不留情面!,2026-04-06,承德事儿哥,情感稿,承德新鲜工作室,https://mp.weixin.qq.com/s/sFN6dgIfT3OIiwEXWscwww,承德不大，却装着三百多万种人生。,3189,60,11,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20260407_我请来了12名AI高手，帮42岁承德大姐解决了AI焦虑！.md,我请来了12名AI高手，帮42岁承德大姐解决了AI焦虑！,2026-04-07,承德事儿哥,情感稿,承德新鲜工作室,https://mp.weixin.qq.com/s/pC3OpX756nw9PtjBLzd3vg,学一整年AI，每天不到6分钱？,2940,60,35,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260408_大一靠AI赚了六位数的承德00后女生，大四却迷茫：感那种“双脚悬空”的恐慌感，让我窒息！.md,大一靠AI赚了六位数的承德00后女生，大四却迷茫：感那种“双脚悬空”的恐慌感，让我窒息！,2026-04-08,承德事儿哥,人物稿,承德新鲜工作室,https://mp.weixin.qq.com/s/2dPC_Xth1IOGh6BDmFx_ug,承德不大，却装着三百多万种人生。,2585,72,22,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260411_我带着7000万去河南投资建厂，差点没命回承德!.md,我带着7000万去河南投资建厂，差点没命回承德!,2026-04-11,承德事儿哥,民生稿,承德新鲜工作室,https://mp.weixin.qq.com/s/LNnbqHbXbvbgMR-FkUzJPg,“这是我们河南的土地，你承德带不走！”,5163,96,28,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260414_抱歉！对于刚收官的“河北五超”，我只能打8分！.md,抱歉！对于刚收官的“河北五超”，我只能打8分！,2026-04-14,承德事儿哥,活动稿,承德新鲜工作室,https://mp.weixin.qq.com/s/Sua-DT8u86oMzRCqTQQlRQ,愿星火不灭，愿热爱有根！,4613,67,36,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260427_举报、扣帽子、辱骂……承德文旅被“围攻”，背后是舆论流氓主义！.md,举报、扣帽子、辱骂……承德文旅被“围攻”，背后是舆论流氓主义！,2026-04-27,事儿哥,文旅稿,承德新鲜工作室,https://mp.weixin.qq.com/s/ARfRq0vt0H-FbnabGKOQqA,最近的承德文旅，像是闯进了一场精心设计的陷阱。,2348,44,5,否,是,未知（语料无阅读/点赞/在看数据）,,是,否,train
20260429_果然，我被网暴了！有种和我面对面！.md,果然，我被网暴了！有种和我面对面！,2026-04-29,事儿哥,情感稿,承德新鲜工作室,https://mp.weixin.qq.com/s/C6Faj3ViwwhvdB1YiKkXvw,有种就跟我面对面！,1450,36,18,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260430_得天独厚！一个价值千亿的机遇，已摆在承德面前！然而…….md,得天独厚！一个价值千亿的机遇，已摆在承德面前！然而……,2026-04-30,事儿哥,评论观点,承德新鲜工作室,https://mp.weixin.qq.com/s/TIC0uejadw0_wvsJtygcTw,承德，行也不行。,2371,39,22,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
20260501_人世间 _ 高中女儿因“劳改头”哭到抑郁：妈妈，河北的孩子为什么要被剥夺尊严？.md,人世间 | 高中女儿因“劳改头”哭到抑郁：妈妈，河北的孩子为什么要被剥夺尊严？,2026-05-01,承德事儿哥,教育稿,承德新鲜工作室,https://mp.weixin.qq.com/s/af8WjrO4nMCIJ__CeJYoMw,承德不大，却装着三百多万种人生。,3172,57,8,否,是,未知（语料无阅读/点赞/在看数据）,多图证据；问题标题,是,否,train
20260502_人世间 _ “不流动”的承德，却狂热崇拜“铁饭碗”：有种稳定，叫慢性死亡！.md,人世间 | “不流动”的承德，却狂热崇拜“铁饭碗”：有种稳定，叫慢性死亡！,2026-05-02,承德事儿哥,情感稿,承德新鲜工作室,https://mp.weixin.qq.com/s/a877jN22kYhg9xd7Br9h5A,承德不大，却装着三百多万种人生。,3152,65,7,否,是,未知（语料无阅读/点赞/在看数据）,,是,否,train
20260513_承德中华路商会老刘，颠覆百盛老刘！.md,承德中华路商会老刘，颠覆百盛老刘！,2026-05-13,事儿哥,商家稿,承德新鲜工作室,https://mp.weixin.qq.com/s/jfjpgBzXAM0rIXmSK0m_TQ,"在承德，做手机生意的老板有很多，但叫\""老刘\""的只有一个。",3374,59,30,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,否,是,holdout
20260603_人世间 _ 当我关闭公司逃离承德后，我在保定靠“签对赌”拿回了尊严！.md,人世间 | 当我关闭公司逃离承德后，我在保定靠“签对赌”拿回了尊严！,2026-06-03,事儿哥,情感稿,承德新鲜工作室,https://mp.weixin.qq.com/s/QyGkWd4gcA0TjSclVtEDDw,各位好，好久没更新，直到在邮箱里看到了这封信……,3248,58,9,否,是,未知（语料无阅读/点赞/在看数据）,多图证据,是,否,train
